motor,config,order,amplitude_deg,phase_abs_deg,max_error_axis_abs_deg
P08,path1,1,0.02428700349496825,-127.3596332979355,232.6403667020645
P08,path1,2,0.19783100839014553,112.24781911239603,56.123909556198015
P08,path1,3,0.039396456259256585,-16.719266424188643,114.42691119193712
P08,path1,4,0.05255045956570083,94.17647100210966,23.544117750527416
P08,path1,5,0.014683071277577484,-126.7114518912694,46.65770962174612
P08,path1,6,0.006008063707991082,-150.83973480337704,34.860044199437155
P08,path1,7,0.023101331587430215,-8.828010883025586,50.16742701671063
P08,path1,8,0.009754191081554198,-46.4315438953049,39.196057013086886
P08,path1,9,0.004306034136478291,-75.11621163740126,31.653754262510972
P08,path1,10,0.01993372920672113,31.287268830351692,3.1287268830351693
P08,path1,11,0.005195242172555081,-163.8199721422614,17.834547987067147
P08,path1,12,0.013838273530392195,-34.058713116313115,27.161773906973906
P08,path1,13,0.01217227472879216,-120.00993958169198,18.460773878331388
P08,path1,14,0.005869683611907025,12.114894289337617,0.8653495920955441
P08,path1,15,0.009581942238086474,98.27122313201488,6.551414875467659
P08,path1,16,0.014054722026543521,153.1798674171131,9.573741713569568
P08,path1,17,0.010191218873677473,-45.2787405518382,18.513015261656577
P08,path1,18,0.0023287503088868454,-150.97376218001125,11.612568767777153
P08,path1,19,0.002638107887952679,86.49605078716966,4.552423725640509
P08,path1,20,0.004779843286611485,-95.04128152125976,13.247935923937012
P08,path1,21,0.008053734338981017,-79.95104426866311,13.33566455863509
P08,path1,22,0.002328753060397354,-124.35668370385348,10.711059831643023
P08,path1,23,0.006155420405594532,98.29487045849424,4.2736900199345325
P08,path1,24,0.001081349609743522,-126.75415879936139,9.718576716693274
P08,path1,25,0.0020602237075114864,22.09576640154807,0.8838306560619228
P08,path1,26,0.004302245684137679,31.58563009102903,1.2148319265780396
P08,path1,27,0.01420235335352692,18.53450248028146,0.6864630548252393
