point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
10,10.0,-0.095445,0.009708576105691293,-0.05605652777777778,0.0008303397796633338,0.0,0.0,-0.08632666666666666,0.0027808332084706794,-0.07137261111111111,0.0010057432314119032,0.0,0.0,-0.095445,0.009708576105691293,-0.05605652777777778,0.0008303397796633338,0.0,0.0,-0.095445,-0.05605652777777778,0.00911833333333334,-0.015316083333333327,10,10.0,-0.07137261111111111,-0.015316083333333327
11,11.0,0.08553,0.004058792924010789,0.12491847222222223,0.012937029250038748,0.0,0.0,0.08210666666666666,0.010693967146636152,0.09706072222222221,0.00876598552504558,0.0,0.0,0.08553,0.004058792924010789,0.12491847222222223,0.012937029250038748,0.0,0.0,0.08553,0.12491847222222223,-0.003423333333333334,-0.027857750000000014,11,11.0,0.09706072222222221,-0.027857750000000014
12,12.0,0.075565,0.006738727624707796,0.11495347222222223,0.0021395087013201626,0.0,0.0,0.08223,0.021027439216414343,0.09718405555555555,0.01929023682254194,0.3333333333333333,0.0,0.075565,0.006738727624707796,0.11495347222222223,0.0021395087013201626,0.0,0.0,0.075565,0.11495347222222223,0.006665000000000004,-0.017769416666666676,12,12.0,0.09718405555555555,-0.017769416666666676
13,13.0,0.075345,0.009708576105691301,0.11473347222222223,0.01858681243171926,0.0,0.0,0.07983,0.011844277099088828,0.09478405555555557,0.013730165269814487,0.0,0.0,0.075345,0.009708576105691301,0.11473347222222223,0.01858681243171926,0.0,0.0,0.075345,0.11473347222222223,0.004485000000000003,-0.019949416666666664,13,13.0,0.09478405555555557,-0.019949416666666664
14,14.0,0.07081,0.0029274220741123103,0.11019847222222222,0.005950814251915658,0.0,0.0,0.07931666666666666,0.015263568826894102,0.09427072222222223,0.01335017503017918,0.0,0.0,0.07081,0.0029274220741123103,0.11019847222222222,0.005950814251915658,0.0,0.0,0.07081,0.11019847222222222,0.008506666666666662,-0.01592774999999999,14,14.0,0.09427072222222223,-0.01592774999999999
15,15.0,0.080545,0.030893495270040257,0.11993347222222223,0.022015258944012298,0.0,0.0,0.07939,0.013574671266737918,0.09434405555555554,0.011680086971840278,0.0,0.0,0.080545,0.030893495270040257,0.11993347222222223,0.022015258944012298,0.0,0.0,0.080545,0.11993347222222223,-0.0011550000000000032,-0.025589416666666684,15,15.0,0.09434405555555554,-0.025589416666666684
16,16.0,-0.072145,0.006866006845321374,-0.03275652777777778,0.0020122294807065843,0.0,0.0,-0.06343,0.018160790181046643,-0.048475944444444447,0.016446176252747018,0.0,0.0,-0.072145,0.006866006845321374,-0.03275652777777778,0.0020122294807065843,0.0,0.0,-0.072145,-0.03275652777777778,0.008715,-0.015719416666666666,16,16.0,-0.048475944444444447,-0.015719416666666666
17,17.0,-0.24302,0.006858935777509521,-0.20363152777777777,0.01573717210353749,0.0,0.0,-0.07293666666666666,0.005826185144100152,-0.0579826111111111,0.00437687274239112,0.0,0.0,-0.24302,0.006858935777509521,-0.20363152777777777,0.01573717210353749,0.0,0.0,-0.24302,-0.20363152777777777,0.17008333333333336,0.14564891666666666,17,17.0,-0.0579826111111111,0.14564891666666666
18,18.0,-0.28637999999999997,0.015103800846144648,-0.24699152777777778,0.0062255645201167,0.0,0.0,-0.08474333333333334,0.012035124982040419,-0.06978927777777778,0.013629821247004995,0.0,0.0,-0.28637999999999997,0.015103800846144648,-0.24699152777777778,0.0062255645201167,0.0,0.0,-0.28637999999999997,-0.24699152777777778,0.20163666666666663,0.17720225,18,18.0,-0.06978927777777778,0.17720225
19,19.0,-0.13818999999999998,0.03726452736853105,-0.09880152777777777,0.028386291042503085,0.0,0.0,-0.09040666666666668,0.009441553544482676,-0.07545261111111111,0.009230302751913144,0.0,0.0,-0.13818999999999998,0.03726452736853105,-0.09880152777777777,0.028386291042503085,0.0,0.0,-0.13818999999999998,-0.09880152777777777,0.0477833333333333,0.023348916666666664,19,19.0,-0.07545261111111111,0.023348916666666664
